Episode,Turn,User Query,Bot Response,Expected Response,Reward,Done
224,2,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
224,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
225,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
225,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
225,3,do you love me?,Hello! How can I help you today?,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
226,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
226,2,hi darling,"Yes, we offer a 30-day refund policy for eligible returns.","I'm just a bot, but I’m here to help you!",-1,False
226,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
227,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
227,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
227,3,hi darling,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,True
228,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
228,2,what's up?,Hello! How can I help you today?,"I'm just a bot, but I’m here to help you!",-1,False
228,3,do you love me?,Hello! How can I help you today?,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
229,1,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
229,2,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
229,3,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
230,1,when are you open?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,False
230,2,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
230,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
231,1,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
231,2,what's 2+2,"Yes, we offer a 30-day refund policy for eligible returns.","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
231,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
232,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
232,2,hi darling,"Our business hours are 9 AM to 5 PM, Monday to Friday.","I'm just a bot, but I’m here to help you!",-1,False
232,3,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
233,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
233,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
233,3,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,True
234,1,what's 2+2,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
234,2,sup bot,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
234,3,what's 2+2,"I'm just a bot, but I’m here to help you!","Sorry, I didn’t quite get that. Could you please rephrase?",-1,True
235,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
236,1,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
236,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
236,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
237,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
237,2,can I get a refund?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
237,3,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
238,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
238,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
238,3,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,True
239,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
239,2,what's your refund policy?,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
239,3,what's up?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,True
240,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
240,2,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
240,3,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
241,1,do you love me?,You're welcome! Have a great day!,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
241,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
241,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
242,1,hello,Hello! How can I help you today?,Hello! How can I help you today?,1,False
242,2,hey,"Sorry, I didn’t quite get that. Could you please rephrase?",Hello! How can I help you today?,-1,False
242,3,see you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
243,1,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
243,2,where is my order?,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
243,3,thank you,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
244,1,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
244,2,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
244,3,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
245,1,yo!,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
245,2,how to cancel order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
245,3,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
246,1,play music,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
246,2,what's 2+2,You're welcome! Have a great day!,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
246,3,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,True
247,1,good morning,Hello! How can I help you today?,Hello! How can I help you today?,1,False
247,2,hey,Hello! How can I help you today?,Hello! How can I help you today?,1,False
247,3,order is delayed,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,True
248,1,how are you?,"I'm just a bot, but I’m here to help you!","I'm just a bot, but I’m here to help you!",1,False
248,2,return an item,"Yes, we offer a 30-day refund policy for eligible returns.","Yes, we offer a 30-day refund policy for eligible returns.",1,False
248,3,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,True
249,1,cancel my order,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
249,2,what's 2+2,You can reset your password using the link we sent to your email.,"Sorry, I didn’t quite get that. Could you please rephrase?",-1,False
249,3,forgot my password,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,True
250,1,what's 2+2,"Sorry, I didn’t quite get that. Could you please rephrase?","Sorry, I didn’t quite get that. Could you please rephrase?",1,False
250,2,what's your refund policy?,Hello! How can I help you today?,"Yes, we offer a 30-day refund policy for eligible returns.",-1,False
250,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
251,1,thanks,You're welcome! Have a great day!,You're welcome! Have a great day!,1,True
252,1,order not arrived,I'm sorry to hear that. Let me check the tracking info for you.,I'm sorry to hear that. Let me check the tracking info for you.,1,False
252,2,stop my purchase,"Sure, I can help you cancel your order.","Sure, I can help you cancel your order.",1,False
252,3,business hours?,"Our business hours are 9 AM to 5 PM, Monday to Friday.","Our business hours are 9 AM to 5 PM, Monday to Friday.",1,True
253,1,how to reset password?,You can reset your password using the link we sent to your email.,You can reset your password using the link we sent to your email.,1,False
